1.002,2.72372
1.004,2.72918
1.006,2.73464
1.008,2.74012
1.01,2.7456
1.012,2.7511
1.014,2.75661
1.016,2.76212
1.018,2.76765
1.02,2.77319
1.022,2.77875
1.024,2.78431
1.026,2.78988
1.028,2.79547
1.03,2.80107
1.032,2.80667
1.034,2.81229
1.036,2.81792
1.038,2.82356
1.04,2.82922
1.042,2.83488
1.044,2.84056
1.046,2.84624
1.048,2.85194
1.05,2.85765
1.052,2.86337
1.054,2.8691
1.056,2.87485
1.058,2.8806
1.06,2.88637
1.062,2.89215
1.064,2.89794
1.066,2.90374
1.068,2.90955
1.07,2.91538
1.072,2.92122
1.074,2.92706
1.076,2.93292
1.078,2.9388
1.08,2.94468
1.082,2.95057
1.084,2.95648
1.086,2.9624
1.088,2.96833
1.09,2.97427
1.092,2.98023
1.094,2.98619
1.096,2.99217
1.098,2.99816
1.1,3.00417
1.102,3.01018
1.104,3.01621
1.106,3.02225
1.108,3.0283
1.11,3.03436
1.112,3.04043
1.114,3.04652
1.116,3.05262
1.118,3.05873
1.12,3.06485
1.122,3.07099
1.124,3.07714
1.126,3.0833
1.128,3.08947
1.13,3.09566
1.132,3.10185
1.134,3.10806
1.136,3.11429
1.138,3.12052
1.14,3.12677
1.142,3.13303
1.144,3.1393
1.146,3.14559
1.148,3.15188
1.15,3.15819
1.152,3.16452
1.154,3.17085
1.156,3.1772
1.158,3.18356
1.16,3.18993
1.162,3.19632
1.164,3.20272
1.166,3.20913
1.168,3.21556
1.17,3.22199
1.172,3.22844
1.174,3.23491
1.176,3.24138
1.178,3.24787
1.18,3.25437
1.182,3.26089
1.184,3.26742
1.186,3.27396
1.188,3.28051
1.19,3.28708
1.192,3.29366
1.194,3.30026
1.196,3.30686
1.198,3.31348
1.2,3.32012
1.202,3.32676
1.204,3.33342
1.206,3.3401
1.208,3.34678
1.21,3.35348
1.212,3.3602
1.214,3.36693
1.216,3.37367
1.218,3.38042
1.22,3.38719
1.222,3.39397
1.224,3.40076
1.226,3.40757
1.228,3.41439
1.23,3.42123
1.232,3.42808
1.234,3.43494
1.236,3.44182
1.238,3.44871
1.24,3.45561
1.242,3.46253
1.244,3.46946
1.246,3.47641
1.248,3.48337
1.25,3.49034
1.252,3.49733
1.254,3.50433
1.256,3.51135
1.258,3.51838
1.26,3.52542
1.262,3.53248
1.264,3.53955
1.266,3.54664
1.268,3.55374
1.27,3.56085
1.272,3.56798
1.274,3.57512
1.276,3.58228
1.278,3.58945
1.28,3.59664
1.282,3.60384
1.284,3.61106
1.286,3.61828
1.288,3.62553
1.29,3.63279
1.292,3.64006
1.294,3.64735
1.296,3.65465
1.298,3.66197
1.3,3.6693
1.302,3.67664
1.304,3.684
1.306,3.69138
1.308,3.69877
1.31,3.70617
1.312,3.71359
1.314,3.72103
1.316,3.72848
1.318,3.73594
1.32,3.74342
1.322,3.75092
1.324,3.75843
1.326,3.76595
1.328,3.77349
1.33,3.78104
1.332,3.78861
1.334,3.7962
1.336,3.8038
1.338,3.81141
1.34,3.81904
1.342,3.82669
1.344,3.83435
1.346,3.84203
1.348,3.84972
1.35,3.85743
1.352,3.86515
1.354,3.87289
1.356,3.88064
1.358,3.88841
1.36,3.89619
1.362,3.90399
1.364,3.91181
1.366,3.91964
1.368,3.92749
1.37,3.93535
1.372,3.94323
1.374,3.95112
1.376,3.95903
1.378,3.96696
1.38,3.9749
1.382,3.98286
1.384,3.99083
1.386,3.99882
1.388,4.00683
1.39,4.01485
1.392,4.02289
1.394,4.03094
1.396,4.03901
1.398,4.0471
1.4,4.0552
1.402,4.06332
1.404,4.07145
1.406,4.0796
1.408,4.08777
1.41,4.09596
1.412,4.10416
1.414,4.11237
1.416,4.12061
1.418,4.12885
1.42,4.13712
1.422,4.1454
1.424,4.1537
1.426,4.16202
1.428,4.17035
1.43,4.1787
1.432,4.18706
1.434,4.19545
1.436,4.20385
1.438,4.21226
1.44,4.2207
1.442,4.22915
1.444,4.23761
1.446,4.2461
1.448,4.2546
1.45,4.26311
1.452,4.27165
1.454,4.2802
1.456,4.28877
1.458,4.29736
1.46,4.30596
1.462,4.31458
1.464,4.32322
1.466,4.33187
1.468,4.34055
1.47,4.34924
1.472,4.35794
1.474,4.36667
1.476,4.37541
1.478,4.38417
1.48,4.39295
1.482,4.40174
1.484,4.41055
1.486,4.41938
1.488,4.42823
1.49,4.4371
1.492,4.44598
1.494,4.45488
1.496,4.4638
1.498,4.47273
1.5,4.48169
1.502,4.49066
1.504,4.49965
1.506,4.50866
1.508,4.51769
1.51,4.52673
1.512,4.53579
1.514,4.54487
1.516,4.55397
1.518,4.56309
1.52,4.57223
1.522,4.58138
1.524,4.59055
1.526,4.59974
1.528,4.60895
1.53,4.61818
1.532,4.62742
1.534,4.63669
1.536,4.64597
1.538,4.65527
1.54,4.66459
1.542,4.67393
1.544,4.68329
1.546,4.69266
1.548,4.70206
1.55,4.71147
1.552,4.7209
1.554,4.73035
1.556,4.73982
1.558,4.74931
1.56,4.75882
1.562,4.76835
1.564,4.77789
1.566,4.78746
